B (mT),M (Am2/kg)
0.0,0.0
0.01,0.0
0.011233240329780276,0.0
0.012618568830660204,0.0
0.014174741629268055,0.0
0.015922827933410922,0.0
0.01788649529057435,0.0
0.02009233002565047,0.0
0.022570197196339202,0.0
0.025353644939701114,0.0
0.02848035868435802,0.0
0.03199267137797385,0.0
0.03593813663804628,0.0
0.040370172585965536,0.0
0.04534878508128582,0.0
0.0509413801481638,0.0
0.05722367659350217,0.0
0.06428073117284319,0.0
0.07220809018385464,0.0
0.08111308307896872,0.0
0.09111627561154892,0.0
0.10235310218990264,0.0
0.11497569953977356,0.0
0.1291549665014884,0.0
0.14508287784959395,0.0
0.16297508346206444,0.0
0.18307382802953678,0.0
0.20565123083486514,0.0
0.23101297000831592,0.0
0.25950242113997357,0.0
0.2915053062825176,0.0
0.32745491628777285,0.0
0.36783797718286326,0.0
0.41320124001153363,5.551115123125783e-17
0.464158883361278,2.220446049250313e-16
0.5214008287999684,1.1102230246251565e-15
0.5857020818056667,5.6066262743570405e-15
0.6579332246575679,2.6756374893466273e-14
0.739072203352578,1.2295719997723609e-13
0.8302175681319743,5.431211036466266e-13
0.9326033468832199,2.30504504372675e-12
1.0476157527896652,9.398648526115494e-12
1.1768119524349978,3.6819547410971154e-11
1.3219411484660286,1.3859086100964646e-10
1.484968262254465,5.012510406743331e-10
1.6681005372000592,1.7420625497699405e-09
1.873817422860383,5.818147408298557e-09
2.1049041445120196,1.8674341739632894e-08
2.364489412645407,5.760696580869862e-08
2.656087782946687,1.708071702966052e-07
2.9836472402833403,4.868262289403624e-07
3.351602650938841,1.333882182374957e-06
3.7649358067924674,3.5138190094263777e-06
4.229242874389499,8.90034697431652e-06
4.750810162102798,2.1679655039019696e-05
5.336699231206307,5.078946502784509e-05
5.994842503189409,0.0001144551189072307
6.7341506577508214,0.0002481469964855654
7.56463327554629,0.0005176967887428607
8.497534359086439,0.0010395006713687094
9.545484566618338,0.0020093630069477064
10.722672220103231,0.003740165500592918
12.045035402587823,0.0067058141671413884
13.530477745798061,0.011584768872367812
15.199110829529332,0.019291476643590988
17.073526474706906,0.030979636044893788
19.179102616724887,0.047999598217511596
21.544346900318846,0.07179573063102745
24.20128264794381,0.10373975044706896
27.1858824273294,0.1449123446165465
30.538555088334157,0.19586448515738575
34.30469286314919,0.25640585252584436
38.53528593710527,0.32547397479856244
43.28761281083057,0.40112916665709086
48.62601580065353,0.48069662974085664
54.62277217684343,0.5610433187304014
61.35907273413169,0.6389430858324133
68.92612104349695,0.711460118969946
77.4263682681127,0.7762757229315098
86.97490026177834,0.8318987686167719
97.70099572992247,0.8777304267196895
109.74987654930568,0.9139891023520765
123.28467394420659,0.9415309969008646
138.48863713938718,0.9616178139532041
155.56761439304722,0.9756835932615576
174.7528400007683,0.9851405575557717
196.30406500402725,0.9912454058820317
220.51307399030455,0.9950292486401362
247.70763559917089,0.9972810301048487
278.2559402207126,0.9985676617592174
312.5715849688235,0.9992735190780796
351.11917342151276,0.9996453231717934
394.4206059437656,0.9998333612545829
443.06214575838777,0.9999246698584903
497.7023564332114,0.9999672406437106
559.0810182512223,0.9999862972477495
628.0291441834247,0.9999944877976947
705.4802310718645,0.9999978677776347
792.482898353917,0.9999992069870225
890.2150854450392,0.9999997164538803
1000.0,0.999999902540976
