B (mT),M (Am2/kg)
0.0,0.0
0.01,0.0
0.011233240329780276,0.0
0.012618568830660204,0.0
0.014174741629268055,0.0
0.015922827933410922,0.0
0.01788649529057435,0.0
0.02009233002565047,0.0
0.022570197196339202,0.0
0.025353644939701114,0.0
0.02848035868435802,0.0
0.03199267137797385,0.0
0.03593813663804628,0.0
0.040370172585965536,0.0
0.04534878508128582,0.0
0.0509413801481638,0.0
0.05722367659350217,0.0
0.06428073117284319,0.0
0.07220809018385464,0.0
0.08111308307896872,0.0
0.09111627561154892,0.0
0.10235310218990264,0.0
0.11497569953977356,0.0
0.1291549665014884,0.0
0.14508287784959395,0.0
0.16297508346206444,0.0
0.18307382802953678,0.0
0.20565123083486514,0.0
0.23101297000831592,0.0
0.25950242113997357,0.0
0.2915053062825176,0.0
0.32745491628777285,0.0
0.36783797718286326,0.0
0.41320124001153363,5.3911084732395053e-17
0.464158883361278,2.229260145804244e-16
0.5214008287999684,1.086608832525487e-15
0.5857020818056667,5.748362282180799e-15
0.6579332246575679,2.6936197993713854e-14
0.739072203352578,1.2413918680087645e-13
0.8302175681319743,5.41877261903708e-13
0.9326033468832199,2.30965120609154e-12
1.0476157527896652,9.403921759335743e-12
1.1768119524349978,3.7004673527429944e-11
1.3219411484660286,1.392047236202466e-10
1.484968262254465,5.14031206549743e-10
1.6681005372000592,1.741148111117101e-09
1.873817422860383,5.817271762581291e-09
2.1049041445120196,1.882331180530444e-08
2.364489412645407,5.7399391220309715e-08
2.656087782946687,1.6760729150550145e-07
2.9836472402833403,4.974841855040593e-07
3.351602650938841,1.3388927390816684e-06
3.7649358067924674,3.4287496522473844e-06
4.229242874389499,8.732808886704896e-06
4.750810162102798,2.1667873662564214e-05
5.336699231206307,5.09510401876897e-05
5.994842503189409,0.00011337620845597314
6.7341506577508214,0.0002477213279936786
7.56463327554629,0.0005202341921330369
8.497534359086439,0.001038334148594725
9.545484566618338,0.0020086562433460657
10.722672220103231,0.003738049546916507
12.045035402587823,0.006752761347426282
13.530477745798061,0.011553473263337203
15.199110829529332,0.019370867036763086
17.073526474706906,0.031364605506320496
19.179102616724887,0.047743982406157105
21.544346900318846,0.07262810339726189
24.20128264794381,0.10469728459918198
27.1858824273294,0.14517827846463627
30.538555088334157,0.1964301157636489
34.30469286314919,0.2552275322529688
38.53528593710527,0.326981516171825
43.28761281083057,0.39587702655711304
48.62601580065353,0.4802739720376742
54.62277217684343,0.5711178385351934
61.35907273413169,0.6456144226473277
68.92612104349695,0.7102025835567979
77.4263682681127,0.7504073048571648
86.97490026177834,0.8376828513747372
97.70099572992247,0.8784358360120008
109.74987654930568,0.913217270344522
123.28467394420659,0.9551936256052768
138.48863713938718,0.9675372431682089
155.56761439304722,0.974216200744626
174.7528400007683,0.9844235346529945
196.30406500402725,0.9912882279993049
220.51307399030455,0.9985859808574736
247.70763559917089,0.9984047406320433
278.2559402207126,0.9786697098825279
312.5715849688235,0.998493594789643
351.11917342151276,0.9916648680609215
394.4206059437656,0.991026925383623
443.06214575838777,0.9990455681412844
497.7023564332114,0.9976333338406564
559.0810182512223,0.9880643344124475
628.0291441834247,0.9981553540460337
705.4802310718645,0.9993730175077479
792.482898353917,1.0000193114826432
890.2150854450392,0.9910337423094505
1000.0,0.9831486039379929
