B (mT),M (Am2/kg)
0.0,0.0
0.01,0.0
0.011233240329780276,0.0
0.012618568830660204,0.0
0.014174741629268055,0.0
0.015922827933410922,0.0
0.01788649529057435,0.0
0.02009233002565047,0.0
0.022570197196339202,0.0
0.025353644939701114,0.0
0.02848035868435802,0.0
0.03199267137797385,0.0
0.03593813663804628,0.0
0.040370172585965536,0.0
0.04534878508128582,0.0
0.0509413801481638,0.0
0.05722367659350217,0.0
0.06428073117284319,0.0
0.07220809018385464,0.0
0.08111308307896872,0.0
0.09111627561154892,0.0
0.10235310218990264,0.0
0.11497569953977356,0.0
0.1291549665014884,0.0
0.14508287784959395,0.0
0.16297508346206444,0.0
0.18307382802953678,0.0
0.20565123083486514,0.0
0.23101297000831592,0.0
0.25950242113997357,0.0
0.2915053062825176,0.0
0.32745491628777285,0.0
0.36783797718286326,0.0
0.41320124001153363,5.494970870549431e-17
0.464158883361278,2.2423149994991574e-16
0.5214008287999684,1.0752377744040865e-15
0.5857020818056667,5.078385595787343e-15
0.6579332246575679,2.975047605028828e-14
0.739072203352578,1.122220858335437e-13
0.8302175681319743,6.336875752711057e-13
0.9326033468832199,2.347623026736274e-12
1.0476157527896652,9.374038064691137e-12
1.1768119524349978,3.576650274763485e-11
1.3219411484660286,1.3164103032876227e-10
1.484968262254465,5.319396671141509e-10
1.6681005372000592,1.7216944265241463e-09
1.873817422860383,5.753220669614166e-09
2.1049041445120196,1.7722273418177723e-08
2.364489412645407,6.597769819192766e-08
2.656087782946687,1.781063931866352e-07
2.9836472402833403,4.869396551656379e-07
3.351602650938841,1.2971736697999823e-06
3.7649358067924674,4.456672332633377e-06
4.229242874389499,9.427340740424777e-06
4.750810162102798,2.1801556158669886e-05
5.336699231206307,5.1774088424608757e-05
5.994842503189409,0.00012394096442828716
6.7341506577508214,0.0002280915202189096
7.56463327554629,0.00043793081375947127
8.497534359086439,0.0010334870288217508
9.545484566618338,0.0019683976580255115
10.722672220103231,0.0037718029315630887
12.045035402587823,0.004986000456852436
13.530477745798061,0.01138787574577745
15.199110829529332,0.01886795319997452
17.073526474706906,0.03095311552735458
19.179102616724887,0.040004919739697956
21.544346900318846,0.07470646641809714
24.20128264794381,0.12131259512778755
27.1858824273294,0.14236318321698962
30.538555088334157,0.15897835687476952
34.30469286314919,0.2584506110548883
38.53528593710527,0.329982390681585
43.28761281083057,0.41840242497880603
48.62601580065353,0.48236305632301957
54.62277217684343,0.5654103109020499
61.35907273413169,0.6624927304789953
68.92612104349695,0.6866756347175037
77.4263682681127,0.7969849191165737
86.97490026177834,0.7646334616333464
97.70099572992247,0.8956045214457662
109.74987654930568,0.9153721361548811
123.28467394420659,0.9432110471676194
138.48863713938718,0.9962947866377907
155.56761439304722,0.6732491553500749
174.7528400007683,0.7911952167123841
196.30406500402725,1.1199922352542253
220.51307399030455,0.9976489118140162
247.70763559917089,0.9684869570813677
278.2559402207126,1.1612641730775608
312.5715849688235,1.2234238669981574
351.11917342151276,0.8607046070336098
394.4206059437656,0.9511447259479885
443.06214575838777,0.9555296868006723
497.7023564332114,0.965187757797605
559.0810182512223,1.0297618764449181
628.0291441834247,0.8838674696435819
705.4802310718645,0.8603536026416693
792.482898353917,1.089271093206116
890.2150854450392,0.951896677603427
1000.0,1.0093158386566945
