B (mT),M (Am2/kg)
0.0,0.0
0.01,0.0
0.011233240329780276,0.0
0.012618568830660204,0.0
0.014174741629268055,0.0
0.015922827933410922,0.0
0.01788649529057435,0.0
0.02009233002565047,0.0
0.022570197196339202,0.0
0.025353644939701114,0.0
0.02848035868435802,0.0
0.03199267137797385,0.0
0.03593813663804628,0.0
0.040370172585965536,0.0
0.04534878508128582,0.0
0.0509413801481638,0.0
0.05722367659350217,0.0
0.06428073117284319,0.0
0.07220809018385464,0.0
0.08111308307896872,0.0
0.09111627561154892,0.0
0.10235310218990264,0.0
0.11497569953977356,0.0
0.1291549665014884,0.0
0.14508287784959395,0.0
0.16297508346206444,0.0
0.18307382802953678,0.0
0.20565123083486514,0.0
0.23101297000831592,0.0
0.25950242113997357,0.0
0.2915053062825176,0.0
0.32745491628777285,0.0
0.36783797718286326,0.0
0.41320124001153363,5.704690227381308e-17
0.464158883361278,2.2198980815308243e-16
0.5214008287999684,1.098535468723681e-15
0.5857020818056667,5.901685899791335e-15
0.6579332246575679,2.972279626248708e-14
0.739072203352578,1.167236743634037e-13
0.8302175681319743,5.356916429695795e-13
0.9326033468832199,2.3023992136306286e-12
1.0476157527896652,9.436450031213246e-12
1.1768119524349978,3.7442409986786957e-11
1.3219411484660286,1.4161732664572117e-10
1.484968262254465,5.116775933602814e-10
1.6681005372000592,1.8106653296137683e-09
1.873817422860383,5.794571510713647e-09
2.1049041445120196,1.8643854018345206e-08
2.364489412645407,5.716048062421275e-08
2.656087782946687,1.6780698861257613e-07
2.9836472402833403,4.781625375543573e-07
3.351602650938841,1.4476252632988796e-06
3.7649358067924674,3.3967896398797937e-06
4.229242874389499,6.49826777841272e-06
4.750810162102798,2.1796682217079526e-05
5.336699231206307,4.9448417507243565e-05
5.994842503189409,0.00012213434119963683
6.7341506577508214,0.0002428168328601228
7.56463327554629,0.0005135800471152394
8.497534359086439,0.001081769059597643
9.545484566618338,0.001991639271004433
10.722672220103231,0.003571597585955129
12.045035402587823,0.0065986297327966376
13.530477745798061,0.011326560268892727
15.199110829529332,0.0189996796802089
17.073526474706906,0.03492957516343333
19.179102616724887,0.04799267575909003
21.544346900318846,0.07195259623252905
24.20128264794381,0.10395094373325078
27.1858824273294,0.14583422294335416
30.538555088334157,0.19583726880179098
34.30469286314919,0.2550405422610274
38.53528593710527,0.3191657593271382
43.28761281083057,0.3928122045542564
48.62601580065353,0.464306509590293
54.62277217684343,0.5900567688529907
61.35907273413169,0.6556696797866217
68.92612104349695,0.718833287809209
77.4263682681127,0.7840606026224036
86.97490026177834,0.9408821549982225
97.70099572992247,0.876300236192539
109.74987654930568,0.9075855150684472
123.28467394420659,0.940503677499275
138.48863713938718,1.121387704081498
155.56761439304722,1.013127788130768
174.7528400007683,1.0666500156827772
196.30406500402725,1.0597836478588183
220.51307399030455,1.1474763723190575
247.70763559917089,0.9854154674102145
278.2559402207126,0.9940303539637535
312.5715849688235,0.9835615664989918
351.11917342151276,1.006632294815171
394.4206059437656,1.0337597035535693
443.06214575838777,0.9743222022235691
497.7023564332114,0.9934446165601586
559.0810182512223,0.991298195804231
628.0291441834247,1.0060803765509567
705.4802310718645,1.0035560117665823
792.482898353917,0.9786260061595173
890.2150854450392,1.0275267230605503
1000.0,0.9999473828294223
